,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes
30338,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2025M02,10.736,2025,2
30339,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2025M01,8.911,2025,1
30340,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M12,13.089,2024,12
30341,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M11,16.474,2024,11
30342,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M10,21.578,2024,10
30343,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M09,22.727,2024,9
30344,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M08,30.715,2024,8
30345,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M07,24.106,2024,7
30346,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M06,20.992,2024,6
30347,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M05,21.467,2024,5
30348,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M04,18.120,2024,4
30349,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M03,16.401,2024,3
30350,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M02,12.567,2024,2
30351,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2024M01,9.624,2024,1
30352,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M12,14.182,2023,12
30353,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M11,14.534,2023,11
30354,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M10,22.732,2023,10
30355,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M09,23.210,2023,9
30356,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M08,31.801,2023,8
30357,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M07,27.162,2023,7
30358,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M06,21.745,2023,6
30359,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M05,18.847,2023,5
30360,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M04,21.658,2023,4
30361,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M03,14.014,2023,3
30362,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M02,10.647,2023,2
30363,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2023M01,8.463,2023,1
30364,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M12,12.215,2022,12
30365,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M11,15.429,2022,11
30366,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M10,23.667,2022,10
30367,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M09,24.174,2022,9
30368,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M08,32.548,2022,8
30369,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M07,27.045,2022,7
30370,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M06,22.725,2022,6
30371,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M05,19.984,2022,5
30372,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M04,20.189,2022,4
30373,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M03,13.615,2022,3
30374,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M02,11.576,2022,2
30375,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2022M01,7.769,2022,1
30376,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M12,12.551,2021,12
30377,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M11,15.439,2021,11
30378,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M10,24.843,2021,10
30379,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M09,25.554,2021,9
30380,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M08,32.659,2021,8
30381,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M07,25.581,2021,7
30382,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M06,14.591,2021,6
30383,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M05,9.336,2021,5
30384,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M04,5.998,2021,4
30385,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M03,5.194,2021,3
30386,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M02,3.094,2021,2
30387,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2021M01,2.781,2021,1
30388,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M12,3.384,2020,12
30389,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M11,3.875,2020,11
30390,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M10,9.514,2020,10
30391,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M09,12.891,2020,9
30392,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M08,21.443,2020,8
30393,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M07,15.080,2020,7
30394,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M06,.,2020,6
30395,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M05,.,2020,5
30396,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M04,0,2020,4
30397,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M03,6.314,2020,3
30398,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M02,14.566,2020,2
30399,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2020M01,11.911,2020,1
30400,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M12,16.210,2019,12
30401,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M11,17.982,2019,11
30402,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M10,25.723,2019,10
30403,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M09,28.231,2019,9
30404,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M08,38.404,2019,8
30405,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M07,29.708,2019,7
30406,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M06,26.576,2019,6
30407,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M05,26.408,2019,5
30408,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M04,24.927,2019,4
30409,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M03,19.219,2019,3
30410,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M02,12.589,2019,2
30411,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2019M01,11.764,2019,1
30412,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M12,16.660,2018,12
30413,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M11,17.821,2018,11
30414,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M10,27.320,2018,10
30415,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M09,28.659,2018,9
30416,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M08,37.735,2018,8
30417,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M07,29.470,2018,7
30418,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M06,25.246,2018,6
30419,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M05,23.527,2018,5
30420,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M04,20.215,2018,4
30421,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M03,18.776,2018,3
30422,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M02,12.475,2018,2
30423,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2018M01,10.794,2018,1
30424,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M12,15.025,2017,12
30425,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M11,16.853,2017,11
30426,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M10,22.638,2017,10
30427,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M09,26.601,2017,9
30428,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M08,35.620,2017,8
30429,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M07,27.313,2017,7
30430,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M06,21.613,2017,6
30431,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M05,19.848,2017,5
30432,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M04,21.647,2017,4
30433,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M03,15.077,2017,3
30434,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M02,11.743,2017,2
30435,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2017M01,9.836,2017,1
30436,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M12,13.372,2016,12
30437,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M11,15.585,2016,11
30438,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M10,24.424,2016,10
30439,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M09,25.332,2016,9
30440,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M08,31.407,2016,8
30441,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M07,26.858,2016,7
30442,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M06,21.418,2016,6
30443,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M05,18.883,2016,5
30444,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M04,16.131,2016,4
30445,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M03,18.457,2016,3
30446,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M02,11.706,2016,2
30447,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2016M01,9.671,2016,1
30448,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M12,12.989,2015,12
30449,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M11,14.230,2015,11
30450,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M10,20.864,2015,10
30451,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M09,23.356,2015,9
30452,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M08,30.178,2015,8
30453,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M07,23.397,2015,7
30454,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M06,20.554,2015,6
30455,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M05,18.294,2015,5
30456,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M04,18.454,2015,4
30457,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M03,14.584,2015,3
30458,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M02,10.382,2015,2
30459,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2015M01,9.513,2015,1
30460,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M12,12.939,2014,12
30461,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M11,14.385,2014,11
30462,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M10,20.767,2014,10
30463,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M09,24.316,2014,9
30464,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M08,29.446,2014,8
30465,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M07,24.338,2014,7
30466,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M06,21.732,2014,6
30467,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M05,20.300,2014,5
30468,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M04,18.906,2014,4
30469,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M03,14.012,2014,3
30470,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M02,10.735,2014,2
30471,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2014M01,9.229,2014,1
30472,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M12,11.923,2013,12
30473,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M11,15.839,2013,11
30474,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M10,20.017,2013,10
30475,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M09,21.556,2013,9
30476,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M08,28.981,2013,8
30477,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M07,21.703,2013,7
30478,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M06,19.675,2013,6
30479,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M05,19.889,2013,5
30480,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M04,16.792,2013,4
30481,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M03,18.091,2013,3
30482,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M02,11.463,2013,2
30483,Total Nacional,07 Castilla y León,49 Zamora,Viajero,2013M01,9.998,2013,1
31284,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M04,228.894,2025,4
31285,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M03,166.675,2025,3
31286,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M02,150.654,2025,2
31287,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M01,124.317,2025,1
31288,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M12,161.117,2024,12
31289,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M11,183.155,2024,11
31290,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M10,242.327,2024,10
31291,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M09,218.311,2024,9
31292,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M08,216.910,2024,8
31293,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M07,203.312,2024,7
31294,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M06,215.577,2024,6
31295,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M05,238.176,2024,5
31296,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M04,206.068,2024,4
31297,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M03,182.088,2024,3
31298,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M02,142.708,2024,2
31299,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M01,121.535,2024,1
31300,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M12,162.581,2023,12
31301,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M11,168.399,2023,11
31302,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M10,220.587,2023,10
31303,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M09,220.146,2023,9
31304,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M08,213.872,2023,8
31305,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M07,195.984,2023,7
31306,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M06,205.844,2023,6
31307,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M05,198.851,2023,5
31308,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M04,216.441,2023,4
31309,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M03,171.094,2023,3
31310,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M02,140.257,2023,2
31311,Total Nacional,08 Castilla - La Mancha,,Viajero,2023M01,124.348,2023,1
31312,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M12,150.154,2022,12
31313,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M11,168.171,2022,11
31314,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M10,215.864,2022,10
31315,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M09,213.385,2022,9
31316,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M08,221.058,2022,8
31317,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M07,206.108,2022,7
31318,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M06,200.261,2022,6
31319,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M05,200.450,2022,5
31320,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M04,205.134,2022,4
31321,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M03,146.796,2022,3
31322,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M02,136.934,2022,2
31323,Total Nacional,08 Castilla - La Mancha,,Viajero,2022M01,104.881,2022,1
31324,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M12,137.761,2021,12
31325,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M11,154.226,2021,11
31326,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M10,203.114,2021,10
31327,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M09,181.938,2021,9
31328,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M08,214.857,2021,8
31329,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M07,173.478,2021,7
31330,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M06,143.038,2021,6
31331,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M05,108.777,2021,5
31332,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M04,71.842,2021,4
31333,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M03,66.417,2021,3
31334,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M02,43.803,2021,2
31335,Total Nacional,08 Castilla - La Mancha,,Viajero,2021M01,34.186,2021,1
31336,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M12,48.102,2020,12
31337,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M11,47.687,2020,11
31338,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M10,89.089,2020,10
31339,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M09,98.651,2020,9
31340,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M08,132.565,2020,8
31341,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M07,104.837,2020,7
31342,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M06,31.666,2020,6
31343,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M05,5.322,2020,5
31344,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M04,0,2020,4
31345,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M03,66.917,2020,3
31346,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M02,162.063,2020,2
31347,Total Nacional,08 Castilla - La Mancha,,Viajero,2020M01,128.267,2020,1
31348,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M12,159.569,2019,12
31349,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M11,180.463,2019,11
31350,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M10,220.155,2019,10
31351,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M09,209.795,2019,9
31352,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M08,230.872,2019,8
31353,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M07,203.037,2019,7
31354,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M06,209.480,2019,6
31355,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M05,208.733,2019,5
31356,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M04,205.484,2019,4
31357,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M03,182.947,2019,3
31358,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M02,146.544,2019,2
31359,Total Nacional,08 Castilla - La Mancha,,Viajero,2019M01,123.212,2019,1
31360,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M12,159.485,2018,12
31361,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M11,178.660,2018,11
31362,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M10,221.893,2018,10
31363,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M09,217.535,2018,9
31364,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M08,225.622,2018,8
31365,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M07,198.194,2018,7
31366,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M06,203.046,2018,6
31367,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M05,194.606,2018,5
31368,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M04,201.431,2018,4
31369,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M03,179.402,2018,3
31370,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M02,143.850,2018,2
31371,Total Nacional,08 Castilla - La Mancha,,Viajero,2018M01,123.922,2018,1
31372,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M12,154.644,2017,12
31373,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M11,164.112,2017,11
31374,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M10,210.018,2017,10
31375,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M09,213.834,2017,9
31376,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M08,215.737,2017,8
31377,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M07,193.903,2017,7
31378,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M06,194.950,2017,6
31379,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M05,195.172,2017,5
31380,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M04,211.745,2017,4
31381,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M03,169.091,2017,3
31382,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M02,140.718,2017,2
31383,Total Nacional,08 Castilla - La Mancha,,Viajero,2017M01,123.707,2017,1
31384,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M12,151.616,2016,12
31385,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M11,160.737,2016,11
31386,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M10,211.874,2016,10
31387,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M09,204.778,2016,9
31388,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M08,221.575,2016,8
31389,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M07,190.742,2016,7
31390,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M06,190.627,2016,6
31391,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M05,189.056,2016,5
31392,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M04,177.078,2016,4
31393,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M03,173.434,2016,3
31394,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M02,136.285,2016,2
31395,Total Nacional,08 Castilla - La Mancha,,Viajero,2016M01,116.128,2016,1
31396,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M12,141.384,2015,12
31397,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M11,152.676,2015,11
31398,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M10,199.563,2015,10
31399,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M09,189.422,2015,9
31400,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M08,199.757,2015,8
31401,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M07,168.462,2015,7
31402,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M06,169.680,2015,6
31403,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M05,175.369,2015,5
31404,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M04,177.937,2015,4
31405,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M03,154.699,2015,3
31406,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M02,124.012,2015,2
31407,Total Nacional,08 Castilla - La Mancha,,Viajero,2015M01,110.271,2015,1
31408,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M12,129.915,2014,12
31409,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M11,146.882,2014,11
31410,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M10,184.539,2014,10
31411,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M09,186.400,2014,9
31412,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M08,201.996,2014,8
31413,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M07,166.058,2014,7
31414,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M06,168.776,2014,6
31415,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M05,184.923,2014,5
31416,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M04,180.790,2014,4
31417,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M03,143.354,2014,3
31418,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M02,118.707,2014,2
31419,Total Nacional,08 Castilla - La Mancha,,Viajero,2014M01,96.524,2014,1
31420,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M12,121.322,2013,12
31421,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M11,146.587,2013,11
31422,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M10,168.611,2013,10
31423,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M09,170.393,2013,9
31424,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M08,177.590,2013,8
31425,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M07,155.455,2013,7
31426,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M06,163.857,2013,6
31427,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M05,161.196,2013,5
31428,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M04,138.871,2013,4
31429,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M03,142.388,2013,3
31430,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M02,107.377,2013,2
31431,Total Nacional,08 Castilla - La Mancha,,Viajero,2013M01,89.840,2013,1
32232,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2025M04,38.931,2025,4
32233,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2025M03,34.521,2025,3
32234,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2025M02,28.158,2025,2
32235,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2025M01,21.963,2025,1
32236,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M12,25.660,2024,12
32237,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M11,29.949,2024,11
32238,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M10,42.128,2024,10
32239,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M09,37.965,2024,9
32240,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M08,36.211,2024,8
32241,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M07,38.541,2024,7
32242,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M06,36.124,2024,6
32243,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M05,35.715,2024,5
32244,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M04,35.999,2024,4
32245,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M03,31.782,2024,3
32246,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M02,26.280,2024,2
32247,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2024M01,19.626,2024,1
32248,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M12,27.441,2023,12
32249,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M11,31.083,2023,11
32250,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M10,35.701,2023,10
32251,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M09,38.608,2023,9
