Tipo de alojamiento;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M06;922.200
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M05;693.871
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M04;742.049
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M03;527.465
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M02;441.268
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M01;430.287
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2025M01;806.367
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M12;891.046
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M11;856.070
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M10;1.180.511
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M09;1.509.369
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M08;2.499.907
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M07;2.121.570
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M06;1.914.478
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M05;1.496.482
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M04;1.192.144
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M03;1.262.466
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M02;853.424
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M01;796.248
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M12;938.225
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M11;788.361
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M10;1.238.824
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M09;1.590.625
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M08;2.633.145
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M07;2.354.479
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M06;1.958.296
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M05;1.433.915
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M04;1.592.789
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M03;1.058.452
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M02;865.261
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M01;827.185
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2025M01;642.675
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M12;649.478
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M11;766.247
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M10;1.328.091
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M09;1.461.062
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M08;1.731.024
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M07;1.677.685
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M06;1.458.490
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M05;1.529.454
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M04;1.161.266
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M03;913.494
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M02;691.794
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M01;595.346
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M12;643.749
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M11;748.325
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M10;1.282.029
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M09;1.442.657
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M08;1.664.269
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M07;1.616.228
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M06;1.370.129
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M05;1.390.660
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M04;1.138.154
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M03;760.754
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M02;610.645
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M01;531.074
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;1.586.521
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;1.586.222
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;1.860.356
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;4.047.842
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;5.157.732
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;6.412.587
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;6.166.586
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;5.013.878
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;4.767.452
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;3.283.998
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;2.430.473
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;1.841.646
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;1.500.369
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;1.577.975
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;1.887.404
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;3.970.346
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;5.001.865
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;6.199.898
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;5.756.551
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;4.427.120
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;4.175.368
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;3.255.995
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;2.052.299
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;1.698.437
Encuesta de Ocupación Hotelera;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;1.407.393
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2025M01;279.496
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M12;325.834
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M11;331.416
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M10;402.838
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M09;482.349
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M08;662.677
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M07;613.305
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M06;571.133
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M05;493.693
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M04;421.404
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M03;459.596
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M02;348.916
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2024M01;271.620
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M12;346.266
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M11;340.553
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M10;428.103
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M09;465.324
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M08;655.344
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M07;624.843
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M06;569.035
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M05;437.988
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M04;537.359
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M03;436.712
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M02;332.832
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Viajero;2023M01;277.201
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2025M01;644.685
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M12;822.560
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M11;965.870
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M10;1.119.644
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M09;1.484.872
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M08;2.235.983
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M07;1.957.281
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M06;1.588.416
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M05;1.331.542
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M04;1.133.859
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M03;1.204.867
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M02;802.889
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2024M01;637.457
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M12;799.483
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M11;764.570
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M10;1.114.995
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M09;1.384.859
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M08;2.237.798
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M07;1.965.819
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M06;1.552.458
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M05;1.204.838
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M04;1.425.074
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M03;1.090.358
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M02;712.722
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;Pernoctaciones;2023M01;603.564
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2025M01;216.839
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M12;215.194
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M11;260.917
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M10;424.047
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M09;443.411
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M08;474.622
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M07;449.650
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M06;406.316
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M05;447.014
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M04;397.715
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M03;343.937
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M02;258.210
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2024M01;219.166
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2023M12;225.819
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2023M11;274.948
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2023M10;394.352
Encuesta de Ocupación Hotelera;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2023M09;409.632
