Tipo de alojamiento;Viajeros y pernoctaciones;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M06;178.158
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M05;154.372
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M04;111.218
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M03;51.116
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M02;23.997
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M01;15.170
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M12;102.041
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M11;75.034
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M10;79.591
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M09;84.120
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M08;165.909
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M07;94.292
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M06;94.943
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M05;69.278
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M04;53.652
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M03;92.891
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M02;54.428
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M01;38.055
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M12;115.759
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M11;60.812
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M10;76.114
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M09;93.708
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M08;189.475
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M07;103.571
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M06;89.589
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M05;66.722
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M04;100.119
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M03;56.552
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M02;53.292
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M01;44.529
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M12;8.930
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M11;10.184
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M10;21.103
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M09;24.410
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M08;87.953
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M07;76.055
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M06;19.157
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M05;23.451
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M04;13.155
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M03;7.541
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M02;6.702
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M01;3.842
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M12;7.417
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M11;8.925
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M10;16.472
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M09;20.934
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M08;87.534
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M07;75.472
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M06;19.779
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M05;19.657
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M04;20.414
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M03;5.637
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M02;6.419
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M01;6.255
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M12;28.591
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M11;17.885
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M10;20.839
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M09;24.938
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M08;51.227
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M07;34.380
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M06;26.737
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M05;24.951
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M04;20.720
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M03;28.193
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M02;16.209
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M01;10.396
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M12;33.019
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M11;20.432
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M10;24.087
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M09;25.695
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M08;49.415
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M07;30.311
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M06;22.331
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M05;19.251
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M04;32.818
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M03;18.672
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M02;15.083
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M01;13.261
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M12;4.257
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M11;4.854
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M10;8.916
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M09;7.219
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M08;18.466
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M07;11.928
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M06;5.148
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M05;6.718
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M04;5.746
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M03;3.935
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M02;3.092
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M01;2.378
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M12;2.108
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M11;3.522
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M10;5.705
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M09;5.584
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M08;13.479
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M07;8.134
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M06;5.193
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M05;5.268
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M04;4.930
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M03;6.531
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M02;2.659
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M01;3.010
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M12;23.034
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M11;19.757
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M10;20.405
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M09;19.554
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M08;26.330
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M07;23.503
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M06;25.521
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M05;20.836
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M04;18.198
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M03;19.211
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M02;18.756
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M01;12.925
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M12;24.111
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M11;15.262
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M10;20.707
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M09;22.802
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M08;26.665
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M07;24.059
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M06;24.201
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M05;18.376
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M04;22.169
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M03;15.636
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M02;14.309
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M01;12.215
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M12;1.210
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M11;1.649
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M10;3.249
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M09;2.375
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M08;3.177
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M07;2.019
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M06;1.861
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M05;2.443
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M04;857
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M03;1.156
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M02;907
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M01;566
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M12;1.411
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M11;1.420
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M10;2.242
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M09;2.085
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M08;3.124
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M07;2.957
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M06;2.203
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M05;2.717
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M04;2.274
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M03;992
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M02;1.215
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M01;1.031
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M12;46.997
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M11;47.128
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M10;60.709
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M09;50.418
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M08;42.877
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M07;20.707
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M06;55.431
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M05;65.777
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M04;53.347
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M03;73.564
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M02;62.339
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M01;39.091
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M12;39.429
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M11;49.732
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M10;61.828
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M09;50.455
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M08;55.723
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M07;75.139
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M06;57.442
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M05;71.091
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M04;60.572
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M03;74.194
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M02;61.538
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M01;47.558
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M12;41.921
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M11;46.475
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M10;59.262
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M09;49.212
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M08;52.640
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M07;45.528
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M06;62.769
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M05;69.427
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M04;64.198
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M03;50.392
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M02;40.278
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M01;25.605
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M12;30.046
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M11;45.583
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M10;57.448
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M09;62.288
