Tipo de alojamiento;Viajeros y pernoctaciones;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M09;443.657
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M08;399.996
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M07;351.225
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M06;335.166
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M05;443.572
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M04;439.739
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M03;558.715
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M02;592.842
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M01;598.786
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M12;54.341
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M11;46.095
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M10;64.984
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M09;91.795
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M08;171.723
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M07;137.759
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M06;107.564
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M05;84.112
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M04;57.176
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M03;64.574
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M02;53.323
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M01;31.825
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M12;52.951
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M11;42.291
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M10;70.372
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M09;69.288
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M08;192.386
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M07;150.355
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M06;105.373
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M05;61.365
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M04;85.586
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M03;50.171
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M02;38.304
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M01;35.117
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M12;6.762
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M11;7.478
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M10;15.293
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M09;11.255
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M08;17.022
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M07;31.000
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M06;12.333
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M05;13.119
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M04;12.648
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M03;6.186
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M02;7.149
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M01;4.255
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M12;3.993
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M11;5.751
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M10;11.717
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M09;12.116
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M08;21.428
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M07;33.470
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M06;13.214
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M05;16.405
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M04;8.038
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M03;4.569
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M02;2.220
Encuesta de Ocupación en Campings;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M01;3.027
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M12;269.732
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M11;197.080
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M10;233.190
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M09;477.712
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M08;967.692
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M07;653.833
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M06;454.182
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M05;337.812
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M04;279.400
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M03;312.805
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M02;253.906
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M01;242.571
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M12;322.631
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M11;201.126
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M10;273.894
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M09;470.956
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M08;897.433
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M07;732.328
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M06;422.036
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M05;303.790
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M04;364.517
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M03;234.354
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M02;253.571
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M01;223.000
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M12;317.925
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M11;425.921
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M10;643.236
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M09;593.678
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M08;835.491
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M07;642.712
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M06;627.628
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M05;644.395
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M04;568.382
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M03;474.672
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M02;460.609
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M01;415.225
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M12;381.081
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M11;422.680
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M10;629.933
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M09;606.839
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M08;696.758
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M07;666.529
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M06;530.796
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M05;566.770
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M04;480.077
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M03;435.804
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M02;403.987
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M01;346.997
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M12;7.091
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M11;6.006
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M10;79.950
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M09;220.591
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M08;328.213
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M07;250.074
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M06;317.232
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M05;143.794
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M04;25.772
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M03;21.629
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M02;6.244
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M01;5.739
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M12;8.523
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M11;5.258
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M10;89.743
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M09;192.477
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M08;317.835
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M07;298.288
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M06;205.199
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M05;95.255
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M04;26.420
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M03;9.242
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M02;6.354
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M01;4.963
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M12;31.355
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M11;35.360
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M10;649.035
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M09;1.105.763
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M08;1.410.416
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M07;1.399.625
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M06;1.186.020
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M05;880.056
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M04;228.769
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M03;83.733
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M02;21.072
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M01;17.366
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M12;24.963
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M11;29.985
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M10;629.692
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M09;1.087.497
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M08;1.340.988
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M07;1.288.026
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M06;1.019.979
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M05;837.298
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M04;206.101
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M03;42.330
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M02;25.212
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M01;15.351
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M12;97.927
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M11;81.631
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M10;112.738
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M09;221.537
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M08;426.264
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M07;330.474
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M06;256.760
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M05;127.436
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M04;110.999
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M03;146.555
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M02;91.046
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M01;89.705
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M12;105.678
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M11;75.911
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M10;132.586
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M09;205.716
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M08;478.349
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M07;328.297
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M06;247.401
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M05;123.468
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M04;165.159
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M03;102.985
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M02;94.226
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M01;98.368
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M12;81.781
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M11;79.030
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M10;234.814
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M09;417.484
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M08;705.437
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M07;601.132
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M06;374.337
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M05;337.591
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M04;179.867
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M03;118.870
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M02;94.047
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M01;77.159
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M12;80.087
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M11;82.645
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M10;264.232
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M09;387.015
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M08;784.377
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M07;721.089
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M06;381.361
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M05;302.322
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M04;183.768
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M03;90.936
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M02;81.670
