Zonas Turísticas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2024M08;191.105
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2024M07;186.287
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2024M06;143.579
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2024M05;98.452
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2024M04;13.709
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2024M03;9.354
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2024M02;5.865
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2024M01;4.641
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M12;3.875
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M11;7.922
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M10;64.333
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M09;144.119
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M08;230.306
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M07;268.941
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M06;188.494
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M05;103.221
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M04;16.265
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M03;9.561
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M02;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2023M01;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M12;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M11;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M10;47.506
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M09;144.078
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M08;253.005
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M07;241.031
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M06;191.151
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M05;110.727
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M04;22.195
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M03;7.031
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M02;5.838
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2022M01;3.382
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M12;3.855
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M11;5.835
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M10;66.453
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M09;195.334
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M08;341.970
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M07;258.581
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M06;129.127
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M05;22.471
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M04;7.947
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M03;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M02;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2021M01;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M12;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M11;3.637
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M10;18.812
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M09;113.035
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M08;172.591
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M07;102.121
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M06;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M05;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M04;0
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M03;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M02;8.215
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en España;2020M01;5.728
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2025M03;5.580
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2025M02;2.399
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2025M01;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M12;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M11;1.852
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M10;340.494
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M09;638.251
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M08;803.114
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M07;721.493
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M06;645.685
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M05;476.183
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M04;28.417
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M03;4.189
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M02;1.690
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2024M01;1.194
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M12;2.089
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M11;1.789
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M10;283.174
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M09;642.414
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M08;774.180
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M07;682.245
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M06;630.632
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M05;411.859
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M04;19.166
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M03;2.389
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M02;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2023M01;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M12;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M11;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M10;237.207
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M09;597.375
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M08;727.220
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M07;692.519
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M06;604.291
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M05;386.878
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M04;33.241
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M03;2.814
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M02;1.070
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2022M01;1.221
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M12;1.419
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M11;1.677
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M10;114.938
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M09;281.854
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M08;360.159
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M07;312.094
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M06;94.175
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M05;16.319
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M04;2.573
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M03;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M02;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2021M01;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M12;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M11;368
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M10;4.069
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M09;30.317
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M08;114.849
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M07;87.822
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M06;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M05;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M04;0
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M03;.
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M02;2.160
Baleares (Illes): Isla De Menorca;Pernoctaciones;Residentes en el Extranjero;2020M01;2.363
