Establecimientos y personal empleado (plazas);Periodo;Total
Grado de ocupación por plazas en fin de semana;2004M11;0,51
Grado de ocupación por plazas en fin de semana;2004M10;-1,03
Grado de ocupación por plazas en fin de semana;2004M09;1,64
Grado de ocupación por plazas en fin de semana;2004M08;2,9
Grado de ocupación por plazas en fin de semana;2004M07;-1,89
Grado de ocupación por plazas en fin de semana;2004M06;-2,46
Grado de ocupación por plazas en fin de semana;2004M05;..
Grado de ocupación por plazas en fin de semana;2004M04;-5,8
Grado de ocupación por plazas en fin de semana;2004M03;..
Grado de ocupación por plazas en fin de semana;2004M02;5,37
Grado de ocupación por plazas en fin de semana;2004M01;5,19
Grado de ocupación por plazas en fin de semana;2003M12;-3,51
Grado de ocupación por plazas en fin de semana;2003M11;-3,73
Grado de ocupación por plazas en fin de semana;2003M10;-2,73
Grado de ocupación por plazas en fin de semana;2003M09;-1,24
Grado de ocupación por plazas en fin de semana;2003M08;-0,1
Grado de ocupación por plazas en fin de semana;2003M07;-1,57
Grado de ocupación por plazas en fin de semana;2003M06;2,09
Grado de ocupación por plazas en fin de semana;2003M05;1,54
Grado de ocupación por plazas en fin de semana;2003M04;10,84
Grado de ocupación por plazas en fin de semana;2003M03;-10,3
Grado de ocupación por plazas en fin de semana;2003M02;-2,27
Grado de ocupación por plazas en fin de semana;2003M01;2,69
Grado de ocupación por plazas en fin de semana;2002M12;-0,18
Grado de ocupación por plazas en fin de semana;2002M11;-3,79
Grado de ocupación por plazas en fin de semana;2002M10;-2,45
Grado de ocupación por plazas en fin de semana;2002M09;-5,59
Grado de ocupación por plazas en fin de semana;2002M08;-2,22
Grado de ocupación por plazas en fin de semana;2002M07;-4,92
Grado de ocupación por plazas en fin de semana;2002M06;-5,99
Grado de ocupación por plazas en fin de semana;2002M05;-4,65
Grado de ocupación por plazas en fin de semana;2002M04;-9,75
Grado de ocupación por plazas en fin de semana;2002M03;-0,21
Grado de ocupación por plazas en fin de semana;2002M02;-4,03
Grado de ocupación por plazas en fin de semana;2002M01;-5,19
Grado de ocupación por plazas en fin de semana;2001M12;-4,9
Grado de ocupación por plazas en fin de semana;2001M11;-3,35
Grado de ocupación por plazas en fin de semana;2001M10;-6,25
Grado de ocupación por plazas en fin de semana;2001M09;-1,76
Grado de ocupación por plazas en fin de semana;2001M08;-0,84
Grado de ocupación por plazas en fin de semana;2001M07;-1,31
Grado de ocupación por plazas en fin de semana;2001M06;-1,97
Grado de ocupación por plazas en fin de semana;2001M05;-1,93
Grado de ocupación por plazas en fin de semana;2001M04;-2,5
Grado de ocupación por plazas en fin de semana;2001M03;-1,61
Grado de ocupación por plazas en fin de semana;2001M02;2,34
Grado de ocupación por plazas en fin de semana;2001M01;1,5
Grado de ocupación por plazas en fin de semana;2000M12;..
Grado de ocupación por plazas en fin de semana;2000M11;..
Grado de ocupación por plazas en fin de semana;2000M10;..
Grado de ocupación por plazas en fin de semana;2000M09;..
Grado de ocupación por plazas en fin de semana;2000M08;..
Grado de ocupación por plazas en fin de semana;2000M07;..
Grado de ocupación por plazas en fin de semana;2000M06;..
Grado de ocupación por plazas en fin de semana;2000M05;..
Grado de ocupación por plazas en fin de semana;2000M04;..
Grado de ocupación por plazas en fin de semana;2000M03;..
Grado de ocupación por plazas en fin de semana;2000M02;..
Grado de ocupación por plazas en fin de semana;2000M01;..
Grado de ocupación por plazas en fin de semana;1999M12;..
Grado de ocupación por plazas en fin de semana;1999M11;..
Grado de ocupación por plazas en fin de semana;1999M10;..
Grado de ocupación por plazas en fin de semana;1999M09;..
Grado de ocupación por plazas en fin de semana;1999M08;..
Grado de ocupación por plazas en fin de semana;1999M07;..
Grado de ocupación por plazas en fin de semana;1999M06;..
Grado de ocupación por plazas en fin de semana;1999M05;..
Grado de ocupación por plazas en fin de semana;1999M04;..
Grado de ocupación por plazas en fin de semana;1999M03;..
Grado de ocupación por plazas en fin de semana;1999M02;..
Grado de ocupación por plazas en fin de semana;1999M01;..
Grado de ocupación por habitaciones;2025M04;1,88
Grado de ocupación por habitaciones;2025M03;-0,72
Grado de ocupación por habitaciones;2025M02;1,1
Grado de ocupación por habitaciones;2025M01;0,83
Grado de ocupación por habitaciones;2024M12;-0,5
Grado de ocupación por habitaciones;2024M11;2,16
Grado de ocupación por habitaciones;2024M10;2,3
Grado de ocupación por habitaciones;2024M09;1,7
Grado de ocupación por habitaciones;2024M08;1,42
Grado de ocupación por habitaciones;2024M07;1,37
Grado de ocupación por habitaciones;2024M06;3,33
Grado de ocupación por habitaciones;2024M05;6,42
Grado de ocupación por habitaciones;2024M04;-0,98
Grado de ocupación por habitaciones;2024M03;2,97
Grado de ocupación por habitaciones;2024M02;3,29
Grado de ocupación por habitaciones;2024M01;4,5
Grado de ocupación por habitaciones;2023M12;5,37
Grado de ocupación por habitaciones;2023M11;4,94
Grado de ocupación por habitaciones;2023M10;5,04
Grado de ocupación por habitaciones;2023M09;3,38
Grado de ocupación por habitaciones;2023M08;-0,12
Grado de ocupación por habitaciones;2023M07;1,27
Grado de ocupación por habitaciones;2023M06;1,78
Grado de ocupación por habitaciones;2023M05;4,82
Grado de ocupación por habitaciones;2023M04;7,19
Grado de ocupación por habitaciones;2023M03;11,4
Grado de ocupación por habitaciones;2023M02;17,24
Grado de ocupación por habitaciones;2023M01;36,81
Grado de ocupación por habitaciones;2022M12;17,73
Grado de ocupación por habitaciones;2022M11;11,51
Grado de ocupación por habitaciones;2022M10;10,89
Grado de ocupación por habitaciones;2022M09;23,11
Grado de ocupación por habitaciones;2022M08;16,54
Grado de ocupación por habitaciones;2022M07;32,36
Grado de ocupación por habitaciones;2022M06;63,5
Grado de ocupación por habitaciones;2022M05;79,36
Grado de ocupación por habitaciones;2022M04;125,38
Grado de ocupación por habitaciones;2022M03;113,13
Grado de ocupación por habitaciones;2022M02;125,27
Grado de ocupación por habitaciones;2022M01;98,8
Grado de ocupación por habitaciones;2021M12;99,84
Grado de ocupación por habitaciones;2021M11;150,83
Grado de ocupación por habitaciones;2021M10;130,45
Grado de ocupación por habitaciones;2021M09;91,01
Grado de ocupación por habitaciones;2021M08;47,57
Grado de ocupación por habitaciones;2021M07;43,97
Grado de ocupación por habitaciones;2021M06;77,36
Grado de ocupación por habitaciones;2021M05;82,73
Grado de ocupación por habitaciones;2021M04;..
Grado de ocupación por habitaciones;2021M03;-25,02
Grado de ocupación por habitaciones;2021M02;-61,11
Grado de ocupación por habitaciones;2021M01;-63,32
Grado de ocupación por habitaciones;2020M12;-57,57
Grado de ocupación por habitaciones;2020M11;-64,23
Grado de ocupación por habitaciones;2020M10;-60,98
Grado de ocupación por habitaciones;2020M09;-58,86
Grado de ocupación por habitaciones;2020M08;-42,23
Grado de ocupación por habitaciones;2020M07;-48,21
Grado de ocupación por habitaciones;2020M06;-66,83
Grado de ocupación por habitaciones;2020M05;-70,69
Grado de ocupación por habitaciones;2020M04;-100
Grado de ocupación por habitaciones;2020M03;-43,77
Grado de ocupación por habitaciones;2020M02;0,88
Grado de ocupación por habitaciones;2020M01;1,94
Grado de ocupación por habitaciones;2019M12;1,34
Grado de ocupación por habitaciones;2019M11;-0,73
Grado de ocupación por habitaciones;2019M10;-1,59
Grado de ocupación por habitaciones;2019M09;0
Grado de ocupación por habitaciones;2019M08;1,47
Grado de ocupación por habitaciones;2019M07;0,9
Grado de ocupación por habitaciones;2019M06;2,1
Grado de ocupación por habitaciones;2019M05;0,55
Grado de ocupación por habitaciones;2019M04;1,64
Grado de ocupación por habitaciones;2019M03;2,01
Grado de ocupación por habitaciones;2019M02;0,05
Grado de ocupación por habitaciones;2019M01;0,02
Grado de ocupación por habitaciones;2018M12;2,36
Grado de ocupación por habitaciones;2018M11;2,49
Grado de ocupación por habitaciones;2018M10;0,05
Grado de ocupación por habitaciones;2018M09;-0,86
Grado de ocupación por habitaciones;2018M08;-1,08
Grado de ocupación por habitaciones;2018M07;-2,03
Grado de ocupación por habitaciones;2018M06;-1,15
Grado de ocupación por habitaciones;2018M05;-0,13
Grado de ocupación por habitaciones;2018M04;-4,28
Grado de ocupación por habitaciones;2018M03;0,67
Grado de ocupación por habitaciones;2018M02;1,46
Grado de ocupación por habitaciones;2018M01;2,09
Grado de ocupación por habitaciones;2017M12;1,11
Grado de ocupación por habitaciones;2017M11;2,06
Grado de ocupación por habitaciones;2017M10;0,3
Grado de ocupación por habitaciones;2017M09;1,32
Grado de ocupación por habitaciones;2017M08;0,17
Grado de ocupación por habitaciones;2017M07;0,76
Grado de ocupación por habitaciones;2017M06;3,46
Grado de ocupación por habitaciones;2017M05;1,22
Grado de ocupación por habitaciones;2017M04;8,43
Grado de ocupación por habitaciones;2017M03;1,03
Grado de ocupación por habitaciones;2017M02;2,31
Grado de ocupación por habitaciones;2017M01;5,16
Grado de ocupación por habitaciones;2016M12;4,48
Grado de ocupación por habitaciones;2016M11;6,49
Grado de ocupación por habitaciones;2016M10;6,09
Grado de ocupación por habitaciones;2016M09;5,16
Grado de ocupación por habitaciones;2016M08;2,62
Grado de ocupación por habitaciones;2016M07;6,74
Grado de ocupación por habitaciones;2016M06;6,79
Grado de ocupación por habitaciones;2016M05;8,62
Grado de ocupación por habitaciones;2016M04;4,45
Grado de ocupación por habitaciones;2016M03;8,33
Grado de ocupación por habitaciones;2016M02;8,5
Grado de ocupación por habitaciones;2016M01;6,95
Grado de ocupación por habitaciones;2015M12;6,5
Grado de ocupación por habitaciones;2015M11;6,77
Grado de ocupación por habitaciones;2015M10;6,46
Grado de ocupación por habitaciones;2015M09;2,55
Grado de ocupación por habitaciones;2015M08;2,92
Grado de ocupación por habitaciones;2015M07;4,66
Grado de ocupación por habitaciones;2015M06;3,09
Grado de ocupación por habitaciones;2015M05;5,25
Grado de ocupación por habitaciones;2015M04;5,87
Grado de ocupación por habitaciones;2015M03;5,64
Grado de ocupación por habitaciones;2015M02;4,95
Grado de ocupación por habitaciones;2015M01;5,63
Grado de ocupación por habitaciones;2014M12;3,35
Grado de ocupación por habitaciones;2014M11;2,18
Grado de ocupación por habitaciones;2014M10;4,8
Grado de ocupación por habitaciones;2014M09;4,13
Grado de ocupación por habitaciones;2014M08;3,1
Grado de ocupación por habitaciones;2014M07;0,05
Grado de ocupación por habitaciones;2014M06;1,87
Grado de ocupación por habitaciones;2014M05;1,38
Grado de ocupación por habitaciones;2014M04;8,55
Grado de ocupación por habitaciones;2014M03;2,73
Grado de ocupación por habitaciones;2014M02;5,48
Grado de ocupación por habitaciones;2014M01;7,81
Grado de ocupación por habitaciones;2013M12;10,63
Grado de ocupación por habitaciones;2013M11;8,15
Grado de ocupación por habitaciones;2013M10;4,08
Grado de ocupación por habitaciones;2013M09;2,53
Grado de ocupación por habitaciones;2013M08;2,84
Grado de ocupación por habitaciones;2013M07;0,55
Grado de ocupación por habitaciones;2013M06;2,29
Grado de ocupación por habitaciones;2013M05;4,58
Grado de ocupación por habitaciones;2013M04;-5,2
Grado de ocupación por habitaciones;2013M03;2,23
Grado de ocupación por habitaciones;2013M02;-1,02
Grado de ocupación por habitaciones;2013M01;-4,4
Grado de ocupación por habitaciones;2012M12;-1,78
Grado de ocupación por habitaciones;2012M11;-4,71
Grado de ocupación por habitaciones;2012M10;-2,88
Grado de ocupación por habitaciones;2012M09;-1,62
Grado de ocupación por habitaciones;2012M08;-3,13
Grado de ocupación por habitaciones;2012M07;-1,91
Grado de ocupación por habitaciones;2012M06;-2,18
Grado de ocupación por habitaciones;2012M05;-0,76
Grado de ocupación por habitaciones;2012M04;-4,21
Grado de ocupación por habitaciones;2012M03;-5,37
Grado de ocupación por habitaciones;2012M02;-4,21
Grado de ocupación por habitaciones;2012M01;3,37
Grado de ocupación por habitaciones;2011M12;0,12
Grado de ocupación por habitaciones;2011M11;0,08
Grado de ocupación por habitaciones;2011M10;2,46
Grado de ocupación por habitaciones;2011M09;6,3
Grado de ocupación por habitaciones;2011M08;3,95
Grado de ocupación por habitaciones;2011M07;6,7
Grado de ocupación por habitaciones;2011M06;7,47
Grado de ocupación por habitaciones;2011M05;2,22
Grado de ocupación por habitaciones;2011M04;9,68
Grado de ocupación por habitaciones;2011M03;5,37
Grado de ocupación por habitaciones;2011M02;5,09
Grado de ocupación por habitaciones;2011M01;4,22
Grado de ocupación por habitaciones;2010M12;1,9
Grado de ocupación por habitaciones;2010M11;4,79
Grado de ocupación por habitaciones;2010M10;5,53
Grado de ocupación por habitaciones;2010M09;5,4
Grado de ocupación por habitaciones;2010M08;4,63
Grado de ocupación por habitaciones;2010M07;3,66
Grado de ocupación por habitaciones;2010M06;3,46
Grado de ocupación por habitaciones;2010M05;3,57
Grado de ocupación por habitaciones;2010M04;1,33
Grado de ocupación por habitaciones;2010M03;3,13
Grado de ocupación por habitaciones;2010M02;2,84
Grado de ocupación por habitaciones;2010M01;-0,96
Grado de ocupación por habitaciones;2009M12;-2
Grado de ocupación por habitaciones;2009M11;-5,12
Grado de ocupación por habitaciones;2009M10;-4,28
Grado de ocupación por habitaciones;2009M09;-8,14
Grado de ocupación por habitaciones;2009M08;-7,17
Grado de ocupación por habitaciones;2009M07;-8,66
Grado de ocupación por habitaciones;2009M06;-9,56
Grado de ocupación por habitaciones;2009M05;-11,93
Grado de ocupación por habitaciones;2009M04;-8,13
Grado de ocupación por habitaciones;2009M03;-13,21
Grado de ocupación por habitaciones;2009M02;-15,69
Grado de ocupación por habitaciones;2009M01;-15,51
Grado de ocupación por habitaciones;2008M12;-12,34
Grado de ocupación por habitaciones;2008M11;-13,68
Grado de ocupación por habitaciones;2008M10;-8,69
Grado de ocupación por habitaciones;2008M09;-6,61
Grado de ocupación por habitaciones;2008M08;-4,73
Grado de ocupación por habitaciones;2008M07;-2,79
Grado de ocupación por habitaciones;2008M06;-4,03
Grado de ocupación por habitaciones;2008M05;1,93
Grado de ocupación por habitaciones;2008M04;-9,61
Grado de ocupación por habitaciones;2008M03;-2,89
Grado de ocupación por habitaciones;2008M02;1,33
Grado de ocupación por habitaciones;2008M01;1,19
Grado de ocupación por habitaciones;2007M12;-0,19
Grado de ocupación por habitaciones;2007M11;3,59
Grado de ocupación por habitaciones;2007M10;-0,78
Grado de ocupación por habitaciones;2007M09;-0,38
Grado de ocupación por habitaciones;2007M08;-0,06
Grado de ocupación por habitaciones;2007M07;-0,31
Grado de ocupación por habitaciones;2007M06;-0,07
Grado de ocupación por habitaciones;2007M05;-2,59
Grado de ocupación por habitaciones;2007M04;0,82
Grado de ocupación por habitaciones;2007M03;3,11
Grado de ocupación por habitaciones;2007M02;1,84
Grado de ocupación por habitaciones;2007M01;-0,68
Grado de ocupación por habitaciones;2006M12;4,66
Grado de ocupación por habitaciones;2006M11;1,64
Grado de ocupación por habitaciones;2006M10;2,44
Grado de ocupación por habitaciones;2006M09;1,93
Grado de ocupación por habitaciones;2006M08;1,25
Grado de ocupación por habitaciones;2006M07;3,76
Grado de ocupación por habitaciones;2006M06;5,34
Grado de ocupación por habitaciones;2006M05;3,07
Grado de ocupación por habitaciones;2006M04;12,26
Grado de ocupación por habitaciones;2006M03;1,27
Grado de ocupación por habitaciones;2006M02;0,03
Grado de ocupación por habitaciones;2006M01;0,39
Grado de ocupación por habitaciones;2005M12;-0,77
Grado de ocupación por habitaciones;2005M11;5,39
Grado de ocupación por habitaciones;2005M10;1,95
Grado de ocupación por habitaciones;2005M09;3,22
Grado de ocupación por habitaciones;2005M08;1,15
Grado de ocupación por habitaciones;2005M07;3,91
Grado de ocupación por habitaciones;2005M06;3,26
Grado de ocupación por habitaciones;2005M05;4,73
Grado de ocupación por habitaciones;2005M04;-1,08
Grado de ocupación por habitaciones;2005M03;0,96
Grado de ocupación por habitaciones;2005M02;0,59
Grado de ocupación por habitaciones;2005M01;1,38
Grado de ocupación por habitaciones;2004M12;2,55
Grado de ocupación por habitaciones;2004M11;-0,86
Grado de ocupación por habitaciones;2004M10;1,17
Grado de ocupación por habitaciones;2004M09;0,84
Grado de ocupación por habitaciones;2004M08;-1,2
Grado de ocupación por habitaciones;2004M07;-1,85
Grado de ocupación por habitaciones;2004M06;-3,77
Grado de ocupación por habitaciones;2004M05;-4,38
Grado de ocupación por habitaciones;2004M04;-5,08
Grado de ocupación por habitaciones;2004M03;-1,98
Grado de ocupación por habitaciones;2004M02;1,38
Grado de ocupación por habitaciones;2004M01;-1,42
Grado de ocupación por habitaciones;2003M12;-2,58
Grado de ocupación por habitaciones;2003M11;-2,4
Grado de ocupación por habitaciones;2003M10;-1,93
Grado de ocupación por habitaciones;2003M09;-3,01
Grado de ocupación por habitaciones;2003M08;-0,67
Grado de ocupación por habitaciones;2003M07;-2,14
Grado de ocupación por habitaciones;2003M06;-0,22
Grado de ocupación por habitaciones;2003M05;-1,28
Grado de ocupación por habitaciones;2003M04;3,63
Grado de ocupación por habitaciones;2003M03;-7,54
Grado de ocupación por habitaciones;2003M02;-4,84
Grado de ocupación por habitaciones;2003M01;0,85
Grado de ocupación por habitaciones;2002M12;-0,18
Grado de ocupación por habitaciones;2002M11;-3,79
Grado de ocupación por habitaciones;2002M10;-2,45
Grado de ocupación por habitaciones;2002M09;-5,59
Grado de ocupación por habitaciones;2002M08;-2,22
Grado de ocupación por habitaciones;2002M07;-4,92
Grado de ocupación por habitaciones;2002M06;-5,99
Grado de ocupación por habitaciones;2002M05;-4,65
Grado de ocupación por habitaciones;2002M04;-9,75
Grado de ocupación por habitaciones;2002M03;-0,21
Grado de ocupación por habitaciones;2002M02;-4,03
Grado de ocupación por habitaciones;2002M01;-5,19
Grado de ocupación por habitaciones;2001M12;-4,9
Grado de ocupación por habitaciones;2001M11;-3,35
Grado de ocupación por habitaciones;2001M10;-6,25
Grado de ocupación por habitaciones;2001M09;-1,76
Grado de ocupación por habitaciones;2001M08;-0,84
Grado de ocupación por habitaciones;2001M07;-1,31
Grado de ocupación por habitaciones;2001M06;-1,97
Grado de ocupación por habitaciones;2001M05;-1,93
Grado de ocupación por habitaciones;2001M04;-2,5
Grado de ocupación por habitaciones;2001M03;-1,61
Grado de ocupación por habitaciones;2001M02;2,34
Grado de ocupación por habitaciones;2001M01;1,5
Grado de ocupación por habitaciones;2000M12;1,3
Grado de ocupación por habitaciones;2000M11;-1,5
Grado de ocupación por habitaciones;2000M10;-2,6
Grado de ocupación por habitaciones;2000M09;-1,8
Grado de ocupación por habitaciones;2000M08;-1,8
Grado de ocupación por habitaciones;2000M07;-0,4
Grado de ocupación por habitaciones;2000M06;-1,4
Grado de ocupación por habitaciones;2000M05;-4,3
Grado de ocupación por habitaciones;2000M04;-0,5
Grado de ocupación por habitaciones;2000M03;0,8
Grado de ocupación por habitaciones;2000M02;-3
Grado de ocupación por habitaciones;2000M01;-6,8
Grado de ocupación por habitaciones;1999M12;..
Grado de ocupación por habitaciones;1999M11;..
Grado de ocupación por habitaciones;1999M10;..
Grado de ocupación por habitaciones;1999M09;..
Grado de ocupación por habitaciones;1999M08;..
Grado de ocupación por habitaciones;1999M07;..
Grado de ocupación por habitaciones;1999M06;..
Grado de ocupación por habitaciones;1999M05;..
Grado de ocupación por habitaciones;1999M04;..
Grado de ocupación por habitaciones;1999M03;..
Grado de ocupación por habitaciones;1999M02;..
Grado de ocupación por habitaciones;1999M01;..
Personal empleado;2025M04;6,09
Personal empleado;2025M03;-0,97
Personal empleado;2025M02;6,33
Personal empleado;2025M01;7,29
Personal empleado;2024M12;6,84
Personal empleado;2024M11;6,98
Personal empleado;2024M10;6,71
Personal empleado;2024M09;4,94
Personal empleado;2024M08;5,24
Personal empleado;2024M07;5,23
Personal empleado;2024M06;6,75
Personal empleado;2024M05;7,63
Personal empleado;2024M04;5,97
Personal empleado;2024M03;15,98
Personal empleado;2024M02;8,84
Personal empleado;2024M01;8,29
Personal empleado;2023M12;6,83
Personal empleado;2023M11;6,79
Personal empleado;2023M10;8,4
Personal empleado;2023M09;7,45
Personal empleado;2023M08;6,14
Personal empleado;2023M07;6,01
Personal empleado;2023M06;7,25
Personal empleado;2023M05;9,04
Personal empleado;2023M04;12,14
Personal empleado;2023M03;14,27
Personal empleado;2023M02;16,36
Personal empleado;2023M01;18,31
Personal empleado;2022M12;16,89
Personal empleado;2022M11;16,9
Personal empleado;2022M10;24,91
Personal empleado;2022M09;28,4
Personal empleado;2022M08;30,4
Personal empleado;2022M07;40,86
Personal empleado;2022M06;81,86
Personal empleado;2022M05;181
Personal empleado;2022M04;211,67
Personal empleado;2022M03;184,32
Personal empleado;2022M02;192,35
Personal empleado;2022M01;148,91
Personal empleado;2021M12;131,3
Personal empleado;2021M11;139
Personal empleado;2021M10;129,57
Personal empleado;2021M09;92,77
Personal empleado;2021M08;53,68
Personal empleado;2021M07;69,09
Personal empleado;2021M06;396,78
Personal empleado;2021M05;1.747,1
Personal empleado;2021M04;..
Personal empleado;2021M03;-54,68
Personal empleado;2021M02;-71,44
Personal empleado;2021M01;-67,44
Personal empleado;2020M12;-63,71
Personal empleado;2020M11;-64,86
Personal empleado;2020M10;-65,56
Personal empleado;2020M09;-60,12
Personal empleado;2020M08;-50,57
Personal empleado;2020M07;-58,62
Personal empleado;2020M06;-89,21
Personal empleado;2020M05;-98,16
Personal empleado;2020M04;-100
Personal empleado;2020M03;-32,2
Personal empleado;2020M02;1,93
Personal empleado;2020M01;1,82
Personal empleado;2019M12;1,97
Personal empleado;2019M11;2,44
Personal empleado;2019M10;0,54
Personal empleado;2019M09;2,66
Personal empleado;2019M08;2,73
Personal empleado;2019M07;2,83
Personal empleado;2019M06;2,78
Personal empleado;2019M05;2,76
Personal empleado;2019M04;4,1
Personal empleado;2019M03;-0,18
Personal empleado;2019M02;1,97
Personal empleado;2019M01;3,47
Personal empleado;2018M12;2,23
Personal empleado;2018M11;2,4
Personal empleado;2018M10;3,01
Personal empleado;2018M09;1,72
Personal empleado;2018M08;1,32
Personal empleado;2018M07;1,68
Personal empleado;2018M06;2,08
Personal empleado;2018M05;2,45
Personal empleado;2018M04;0,67
Personal empleado;2018M03;4,72
Personal empleado;2018M02;1,18
Personal empleado;2018M01;1,61
Personal empleado;2017M12;3,5
Personal empleado;2017M11;4,2
Personal empleado;2017M10;5,31
Personal empleado;2017M09;4,25
Personal empleado;2017M08;4,43
Personal empleado;2017M07;4,35
Personal empleado;2017M06;4,76
Personal empleado;2017M05;6,14
Personal empleado;2017M04;8,19
Personal empleado;2017M03;0,87
Personal empleado;2017M02;5,76
Personal empleado;2017M01;4,44
Personal empleado;2016M12;4,53
Personal empleado;2016M11;4,67
Personal empleado;2016M10;6,99
Personal empleado;2016M09;6,17
Personal empleado;2016M08;5,45
Personal empleado;2016M07;5,35
Personal empleado;2016M06;5,46
Personal empleado;2016M05;6,49
Personal empleado;2016M04;3,62
Personal empleado;2016M03;8,66
Personal empleado;2016M02;4,48
Personal empleado;2016M01;4,51
Personal empleado;2015M12;3,85
Personal empleado;2015M11;3,18
Personal empleado;2015M10;3,86
Personal empleado;2015M09;2,88
Personal empleado;2015M08;3,45
Personal empleado;2015M07;4,13
Personal empleado;2015M06;3,42
Personal empleado;2015M05;2,1
Personal empleado;2015M04;2,57
Personal empleado;2015M03;2,5
Personal empleado;2015M02;2,07
Personal empleado;2015M01;0,76
Personal empleado;2014M12;0,55
Personal empleado;2014M11;0,36
Personal empleado;2014M10;2,25
Personal empleado;2014M09;1,43
Personal empleado;2014M08;1,1
Personal empleado;2014M07;0,75
Personal empleado;2014M06;2,13
Personal empleado;2014M05;2,61
Personal empleado;2014M04;3,57
Personal empleado;2014M03;-3,64
Personal empleado;2014M02;-0,89
Personal empleado;2014M01;-0,29
Personal empleado;2013M12;-0,86
Personal empleado;2013M11;-1,64
Personal empleado;2013M10;-0,87
Personal empleado;2013M09;-1,36
Personal empleado;2013M08;-1,62
Personal empleado;2013M07;-1,41
Personal empleado;2013M06;-1,36
Personal empleado;2013M05;-1,67
Personal empleado;2013M04;-6,02
Personal empleado;2013M03;-1,35
Personal empleado;2013M02;-5,14
Personal empleado;2013M01;-5,15
Personal empleado;2012M12;-5,07
Personal empleado;2012M11;-5,97
Personal empleado;2012M10;-4,31
Personal empleado;2012M09;-1,71
Personal empleado;2012M08;-2,43
Personal empleado;2012M07;-2,03
Personal empleado;2012M06;-1,9
Personal empleado;2012M05;-2,8
Personal empleado;2012M04;-3,16
Personal empleado;2012M03;-2,48
Personal empleado;2012M02;-3,88
Personal empleado;2012M01;-1,8
Personal empleado;2011M12;-1,46
Personal empleado;2011M11;-0,26
Personal empleado;2011M10;0,61
Personal empleado;2011M09;2,34
Personal empleado;2011M08;2,85
Personal empleado;2011M07;2,59
Personal empleado;2011M06;2,27
Personal empleado;2011M05;1,08
Personal empleado;2011M04;1,95
Personal empleado;2011M03;-0,34
Personal empleado;2011M02;0,56
Personal empleado;2011M01;-0,77
Personal empleado;2010M12;0,17
Personal empleado;2010M11;1,43
Personal empleado;2010M10;1,7
Personal empleado;2010M09;1,95
Personal empleado;2010M08;1,82
Personal empleado;2010M07;1,95
Personal empleado;2010M06;0,71
Personal empleado;2010M05;1,05
Personal empleado;2010M04;-1,39
Personal empleado;2010M03;0,19
Personal empleado;2010M02;-2,06
Personal empleado;2010M01;-3,38
Personal empleado;2009M12;-5,87
Personal empleado;2009M11;-7,42
Personal empleado;2009M10;-6,78
Personal empleado;2009M09;-6,35
Personal empleado;2009M08;-5,55
Personal empleado;2009M07;-6,21
Personal empleado;2009M06;-6,83
Personal empleado;2009M05;-7,49
Personal empleado;2009M04;-4,23
Personal empleado;2009M03;-10,88
Personal empleado;2009M02;-6,97
Personal empleado;2009M01;-5,75
Personal empleado;2008M12;-4,05
Personal empleado;2008M11;-2,77
Personal empleado;2008M10;-0,72
Personal empleado;2008M09;-0,12
Personal empleado;2008M08;0,02
Personal empleado;2008M07;0,77
Personal empleado;2008M06;1,13
Personal empleado;2008M05;2,02
Personal empleado;2008M04;-1,96
Personal empleado;2008M03;7,08
Personal empleado;2008M02;3,43
Personal empleado;2008M01;2,65
Personal empleado;2007M12;3,78
Personal empleado;2007M11;3,73
Personal empleado;2007M10;2
Personal empleado;2007M09;1,57
Personal empleado;2007M08;2,6
Personal empleado;2007M07;2,59
Personal empleado;2007M06;2,95
Personal empleado;2007M05;3,64
Personal empleado;2007M04;5,07
Personal empleado;2007M03;5,42
Personal empleado;2007M02;6,46
Personal empleado;2007M01;7,07
Personal empleado;2006M12;6,95
Personal empleado;2006M11;7,08
Personal empleado;2006M10;7,61
Personal empleado;2006M09;5,93
Personal empleado;2006M08;5,52
Personal empleado;2006M07;4,62
Personal empleado;2006M06;5,8
Personal empleado;2006M05;5,28
Personal empleado;2006M04;9,44
Personal empleado;2006M03;3,01
Personal empleado;2006M02;4,48
Personal empleado;2006M01;5,5
Personal empleado;2005M12;6,73
Personal empleado;2005M11;7,31
Personal empleado;2005M10;5,47
Personal empleado;2005M09;6,54
Personal empleado;2005M08;6,6
Personal empleado;2005M07;7,73
Personal empleado;2005M06;5,96
Personal empleado;2005M05;5,5
Personal empleado;2005M04;2,29
Personal empleado;2005M03;7,23
Personal empleado;2005M02;5,37
Personal empleado;2005M01;6,75
Personal empleado;2004M12;6,83
Personal empleado;2004M11;5,91
Personal empleado;2004M10;4,82
Personal empleado;2004M09;1,54
Personal empleado;2004M08;2,17
Personal empleado;2004M07;1,23
Personal empleado;2004M06;1,74
Personal empleado;2004M05;2,8
Personal empleado;2004M04;7,05
Personal empleado;2004M03;6,21
Personal empleado;2004M02;7,11
Personal empleado;2004M01;5,85
Personal empleado;2003M12;4,26
Personal empleado;2003M11;4,54
Personal empleado;2003M10;3,79
Personal empleado;2003M09;6,92
Personal empleado;2003M08;7,08
Personal empleado;2003M07;7,52
Personal empleado;2003M06;7,71
Personal empleado;2003M05;5,09
Personal empleado;2003M04;5,03
Personal empleado;2003M03;1,99
Personal empleado;2003M02;3,76
